,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2425,Lynn,within an hour,100%,97%,t,3.0,3.0,"['email', 'phone']",t,West of Twin Peaks,Entire home/apt,2,1.0,1.0,1.0,$149.00,2,28,2.0,2.0,28.0,28.0,2.0,28.0,t,24,54,64,64,293,23,4,64,17,253,37697.0,4.93,4.94,4.99,4.98,5.0,4.85,4.75,f,2,2,0,0,3.29
2426,Lynn,within an hour,100%,97%,t,3.0,3.0,"['email', 'phone']",t,West of Twin Peaks,Entire home/apt,2,,,,,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,4,0,0,0,0,0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,2,0,0,0.06
2427,Daria,within an hour,100%,84%,t,1.0,1.0,"['email', 'phone']",t,Outer Mission,Private room,4,1.0,1.0,1.0,$121.00,1,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0,t,20,50,80,355,19,15,1,296,17,165,19965.0,4.95,4.89,5.0,4.95,5.0,4.79,4.74,f,1,0,1,0,1.36
2428,Seema,within an hour,100%,100%,f,1.0,2.0,"['email', 'phone']",f,Western Addition,Entire home/apt,2,1.0,1.0,1.0,$190.00,1,730,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,12,31,39,39,5,5,1,39,0,55,10450.0,4.8,4.8,5.0,5.0,5.0,5.0,4.8,f,1,1,0,0,2.68
2429,Holly,within an hour,97%,85%,t,8.0,31.0,"['email', 'phone', 'work_email']",t,West of Twin Peaks,Entire home/apt,2,0.0,0.0,1.0,$150.00,1,15,1.0,1.0,15.0,15.0,1.0,15.0,t,30,60,90,365,105,13,0,306,12,143,21450.0,4.75,4.85,4.84,4.71,4.74,4.89,4.68,f,3,3,0,0,1.64
2430,Holly,within an hour,97%,85%,t,8.0,31.0,"['email', 'phone', 'work_email']",t,Bayview,Entire home/apt,4,1.0,3.0,3.0,$193.00,1,29,1.0,1.0,29.0,29.0,1.0,29.0,t,30,60,90,179,29,16,0,179,19,176,33968.0,4.66,4.79,4.86,4.72,4.86,4.03,4.45,f,3,3,0,0,1.06
2431,Holly,within an hour,97%,85%,t,8.0,31.0,"['email', 'phone', 'work_email']",t,Bayview,Entire home/apt,2,1.0,0.0,1.0,$150.00,2,29,2.0,2.0,29.0,29.0,2.0,29.0,t,30,60,90,270,12,11,1,270,9,121,18150.0,4.83,4.92,4.92,4.83,5.0,4.42,4.58,f,3,3,0,0,0.97
2432,Becky,within an hour,100%,100%,t,1.0,1.0,"['email', 'phone']",t,West of Twin Peaks,Private room,4,1.0,2.0,2.0,$181.00,4,30,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,20,21,21,81,180,10,0,22,12,110,19910.0,4.61,4.74,4.45,4.94,4.88,4.75,4.57,f,1,0,1,0,1.39
2433,David Chuang,within an hour,100%,100%,t,7.0,7.0,"['email', 'phone']",t,Outer Sunset,Private room,1,1.0,1.0,1.0,$65.00,30,90,30.0,30.0,90.0,90.0,30.0,90.0,t,30,60,90,180,129,1,0,180,1,60,3900.0,4.84,4.87,4.89,4.98,4.95,4.72,4.62,f,5,0,5,0,1.38
2434,David Chuang,within an hour,100%,100%,t,7.0,7.0,"['email', 'phone']",t,Outer Sunset,Private room,1,1.0,1.0,1.0,$85.00,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,30,60,90,90,8,3,0,90,3,33,2805.0,4.88,4.88,4.63,4.88,4.88,4.63,4.13,t,5,0,5,0,0.24
2435,David Chuang,within an hour,100%,100%,t,7.0,7.0,"['email', 'phone']",t,Outer Sunset,Private room,1,1.0,1.0,1.0,$95.00,2,29,2.0,2.0,29.0,29.0,2.0,29.0,t,24,54,84,84,123,5,0,84,5,55,5225.0,4.82,4.89,4.88,4.92,4.9,4.8,4.65,f,5,0,5,0,1.32
2436,David Chuang,within an hour,100%,100%,t,7.0,7.0,"['email', 'phone']",t,Outer Sunset,Private room,1,1.0,1.0,1.0,$80.00,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,11,41,71,71,122,5,0,71,5,55,4400.0,4.8,4.9,4.86,4.94,4.86,4.75,4.64,f,5,0,5,0,1.34
2437,David Chuang,within an hour,100%,100%,t,7.0,7.0,"['email', 'phone']",t,Outer Sunset,Private room,1,1.0,1.0,1.0,$85.00,2,29,2.0,2.0,29.0,29.0,2.0,29.0,t,9,26,56,56,109,0,0,56,0,0,0.0,4.84,4.94,4.88,4.97,4.96,4.72,4.67,f,5,0,5,0,1.19
2438,Charlie,within an hour,96%,99%,f,1.0,1.0,"['email', 'phone']",t,Parkside,Entire home/apt,6,1.0,2.0,3.0,$131.00,2,35,1.0,2.0,35.0,35.0,1.9,35.0,t,2,14,36,38,100,64,6,38,66,255,33405.0,4.81,4.83,4.92,4.94,4.89,4.86,4.63,f,1,1,0,0,4.46
2439,Ye,within an hour,100%,100%,t,4.0,5.0,"['email', 'phone']",t,Parkside,Private room,2,1.0,1.0,1.0,$103.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,15,45,75,255,11,3,0,255,3,33,3399.0,4.91,4.73,4.82,5.0,4.91,4.55,4.82,t,4,0,4,0,0.4
2440,Ye,within an hour,100%,100%,t,4.0,5.0,"['email', 'phone']",t,Parkside,Private room,2,1.0,1.0,1.0,$80.00,5,365,5.0,5.0,365.0,365.0,5.0,365.0,t,16,46,76,255,8,2,0,255,2,22,1760.0,5.0,5.0,5.0,4.88,5.0,4.63,4.88,t,4,0,4,0,0.3
2441,Ye,within an hour,100%,100%,t,4.0,5.0,"['email', 'phone']",t,Parkside,Private room,2,1.0,1.0,1.0,$112.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,15,45,75,255,13,2,0,255,3,22,2464.0,5.0,5.0,4.92,4.92,4.92,4.77,4.77,t,4,0,4,0,0.6
2442,Ye,within an hour,100%,100%,t,4.0,5.0,"['email', 'phone']",t,Parkside,Private room,2,1.0,1.0,1.0,$89.00,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,16,46,76,255,38,7,1,255,6,77,6853.0,4.79,4.87,4.76,4.92,4.92,4.84,4.74,t,4,0,4,0,1.03
2443,Craig,within an hour,100%,99%,t,1.0,2.0,"['email', 'phone']",t,Castro/Upper Market,Private room,1,1.5,1.0,1.0,$99.00,2,22,2.0,3.0,1125.0,1125.0,2.0,1125.0,t,11,32,39,121,180,29,3,121,31,255,25245.0,4.9,4.88,4.79,4.91,4.92,4.97,4.79,f,1,0,1,0,1.16
2444,Cameron,within a few hours,100%,93%,f,2.0,3.0,"['email', 'phone']",t,Castro/Upper Market,Entire home/apt,6,3.0,3.0,3.0,$388.00,30,730,30.0,30.0,730.0,730.0,30.0,730.0,t,19,49,60,293,92,0,0,234,4,0,0.0,4.88,4.89,4.92,4.97,4.87,4.93,4.68,f,1,1,0,0,1.85
2445,Benoîte,within an hour,100%,100%,t,1.0,1.0,"['email', 'phone', 'work_email']",t,Western Addition,Private room,2,1.0,1.0,1.0,$71.00,3,28,1.0,3.0,1125.0,1125.0,3.0,1125.0,t,9,26,49,49,151,30,1,49,34,255,18105.0,4.88,4.91,4.75,4.94,4.83,4.9,4.79,f,1,0,1,0,4.04
2446,Alex,within an hour,100%,98%,f,5.0,6.0,['phone'],f,Outer Richmond,Private room,3,2.0,1.0,1.0,$84.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,0,0,0,274,2,2,1,215,0,22,1848.0,4.5,5.0,4.5,5.0,4.5,5.0,4.5,t,5,0,5,0,1.22
2447,Alex,within an hour,100%,98%,f,5.0,6.0,['phone'],f,Outer Richmond,Private room,3,2.0,1.0,2.0,$77.00,2,28,2.0,2.0,28.0,28.0,2.0,28.0,t,30,55,85,175,138,14,0,175,14,154,11858.0,4.54,4.62,4.21,4.65,4.64,4.7,4.54,t,5,0,5,0,1.57
2448,Alex,within an hour,100%,98%,f,5.0,6.0,['phone'],f,Outer Richmond,Private room,2,2.0,1.0,1.0,$65.00,2,28,2.0,2.0,28.0,28.0,2.0,28.0,t,0,0,0,51,181,14,0,51,17,154,10010.0,4.36,4.52,4.01,4.74,4.6,4.64,4.44,t,5,0,5,0,2.05
2449,Alex,within an hour,100%,98%,f,5.0,6.0,['phone'],f,Outer Richmond,Private room,2,2.0,2.0,1.0,$74.00,2,28,2.0,2.0,28.0,28.0,2.0,28.0,t,21,51,81,171,170,12,1,171,9,132,9768.0,4.44,4.69,4.18,4.78,4.71,4.77,4.52,t,5,0,5,0,1.94
2450,Alex,within an hour,100%,98%,f,5.0,6.0,['phone'],f,Outer Richmond,Private room,2,1.0,1.0,1.0,$69.00,2,28,2.0,2.0,28.0,28.0,2.0,28.0,t,12,42,72,162,228,5,0,162,4,55,3795.0,4.56,4.71,4.29,4.76,4.7,4.75,4.64,t,5,0,5,0,2.58
2451,Jimmy,within an hour,100%,100%,t,4.0,4.0,"['email', 'phone']",t,Outer Sunset,Private room,3,1.0,1.0,1.0,$49.00,1,27,1.0,1.0,27.0,27.0,1.0,27.0,t,5,32,62,335,373,50,2,276,53,255,12495.0,4.86,4.9,4.91,4.91,4.89,4.81,4.78,t,4,0,4,0,5.38
2452,Jimmy,within an hour,100%,100%,t,4.0,4.0,"['email', 'phone']",t,Outer Sunset,Private room,3,1.0,1.0,1.0,$49.00,1,27,1.0,1.0,27.0,27.0,1.0,27.0,t,1,9,29,304,348,53,2,245,54,255,12495.0,4.87,4.9,4.93,4.92,4.89,4.79,4.78,t,4,0,4,0,5.02
2453,Jimmy,within an hour,100%,100%,t,4.0,4.0,"['email', 'phone']",t,Outer Sunset,Private room,3,1.0,1.0,1.0,$62.00,1,27,1.0,1.0,27.0,27.0,1.0,27.0,t,6,24,48,316,454,59,2,257,64,255,15810.0,4.91,4.93,4.94,4.95,4.95,4.83,4.87,t,4,0,4,0,6.55
2454,Jimmy,within an hour,100%,100%,t,4.0,4.0,"['email', 'phone']",t,Outer Sunset,Private room,4,1.0,1.0,2.0,$89.00,1,21,1.0,1.0,21.0,21.0,1.0,21.0,t,7,19,42,260,125,67,2,205,72,255,22695.0,4.9,4.92,4.97,4.96,4.94,4.87,4.88,t,4,0,4,0,6.05
2455,Joshua,within an hour,100%,76%,f,1.0,1.0,"['email', 'phone']",t,Castro/Upper Market,Private room,2,1.0,1.0,0.0,$195.00,1,30,1.0,1.0,30.0,30.0,1.0,30.0,t,21,51,81,171,13,10,1,171,9,110,21450.0,5.0,4.92,4.77,5.0,5.0,4.92,4.92,f,1,0,1,0,0.88
2456,Patrick,within a day,100%,80%,f,1.0,1.0,"['email', 'phone']",t,Pacific Heights,Entire home/apt,2,1.0,1.0,1.0,$120.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,21,51,81,356,138,2,0,297,2,120,14400.0,4.63,4.75,4.85,4.9,4.9,4.89,4.54,f,1,1,0,0,1.28
2457,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Pacific Heights,Entire home/apt,2,1.0,1.0,1.0,$205.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,25,55,329,0,0,0,270,0,0,0.0,,,,,,,,f,34,34,0,0,
2458,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Nob Hill,Entire home/apt,2,1.0,0.0,1.0,$285.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,30,60,335,4,1,0,275,1,60,17100.0,5.0,4.75,4.5,4.75,5.0,5.0,5.0,f,34,34,0,0,0.18
2459,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,2,1.0,0.0,1.0,$134.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,1,31,306,1,1,0,246,1,60,8040.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,34,34,0,0,0.12
2460,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,0.0,1.0,$170.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,30,60,323,2,0,0,275,0,0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,f,34,34,0,0,0.07
2461,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,0.0,1.0,$161.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,8,38,313,4,0,0,253,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,34,34,0,0,0.14
2462,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$247.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,1,22,52,223,2,0,0,223,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,34,34,0,0,0.06
2463,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Nob Hill,Entire home/apt,2,1.0,0.0,1.0,$188.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,30,60,120,2,0,0,120,1,0,0.0,4.5,4.5,5.0,4.5,5.0,4.5,4.5,f,34,34,0,0,0.12
2464,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,2,1.0,0.0,1.0,$144.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,30,60,335,2,0,0,275,0,0,0.0,4.5,4.0,4.5,5.0,4.5,4.5,4.5,f,34,34,0,0,0.09
2465,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$237.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,8,38,68,343,0,0,0,283,0,0,0.0,,,,,,,,f,34,34,0,0,
2466,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Nob Hill,Entire home/apt,2,1.0,1.0,1.0,$191.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,22,52,327,0,0,0,267,0,0,0.0,,,,,,,,f,34,34,0,0,
2467,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$276.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,10,40,70,73,0,0,0,73,0,0,0.0,,,,,,,,f,34,34,0,0,
2468,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$178.00,30,730,30.0,30.0,730.0,730.0,30.0,730.0,t,10,40,70,345,0,0,0,285,0,0,0.0,,,,,,,,f,34,34,0,0,
2469,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,0.0,1.0,$128.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,4,34,64,339,1,0,0,279,0,0,0.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,f,34,34,0,0,0.03
2470,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Mission,Entire home/apt,2,1.0,1.0,1.0,$170.00,30,360,30.0,30.0,360.0,360.0,30.0,360.0,t,1,31,61,336,1,1,0,276,1,60,10200.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f,34,34,0,0,0.11
2471,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$241.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,21,51,326,0,0,0,266,0,0,0.0,,,,,,,,f,34,34,0,0,
2472,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$206.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,18,48,101,0,0,0,101,0,0,0.0,,,,,,,,f,34,34,0,0,
2473,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$250.00,30,360,30.0,30.0,360.0,360.0,30.0,360.0,t,7,37,67,188,5,1,0,188,1,60,15000.0,4.8,5.0,4.8,4.6,5.0,5.0,4.6,f,34,34,0,0,0.21
2474,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,0.0,1.0,$181.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,19,49,79,202,4,0,0,202,0,0,0.0,5.0,5.0,4.5,4.75,5.0,5.0,4.5,f,34,34,0,0,0.11
2475,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Mission,Entire home/apt,2,1.0,1.0,1.0,$181.00,30,360,30.0,30.0,360.0,360.0,30.0,360.0,t,6,6,20,295,3,2,0,235,2,120,21720.0,5.0,5.0,5.0,5.0,5.0,4.33,4.33,f,34,34,0,0,0.11
2476,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Nob Hill,Entire home/apt,2,1.0,1.0,1.0,$240.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,5,23,53,328,3,2,0,268,2,120,28800.0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,34,34,0,0,0.11
2477,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$201.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,6,36,60,1,1,0,60,1,60,12060.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,34,34,0,0,0.11
2478,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,2,1.0,1.0,1.0,$253.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,14,44,74,349,2,0,0,289,0,0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,f,34,34,0,0,0.07
2479,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Marina,Entire home/apt,2,1.0,1.0,1.0,$281.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,1,1,1,276,2,1,0,216,1,60,16860.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,34,34,0,0,0.1
2480,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$175.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,30,60,90,258,6,2,1,258,1,120,21000.0,4.83,5.0,5.0,5.0,4.67,4.5,4.67,f,34,34,0,0,0.16
2481,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$137.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,21,51,326,0,0,0,266,0,0,0.0,,,,,,,,f,34,34,0,0,
2482,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$235.00,30,360,30.0,30.0,360.0,360.0,30.0,360.0,t,1,31,61,336,3,2,0,276,2,120,28200.0,5.0,5.0,5.0,4.67,4.0,5.0,4.33,f,34,34,0,0,0.16
2483,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Pacific Heights,Entire home/apt,2,1.0,1.0,1.0,$223.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,1,31,305,1,1,0,246,1,60,13380.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,34,34,0,0,0.14
2484,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Marina,Entire home/apt,2,1.0,1.0,1.0,$254.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,11,41,316,1,0,0,256,1,0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,f,34,34,0,0,0.08
2485,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$263.00,30,360,30.0,30.0,360.0,360.0,30.0,360.0,t,14,44,74,174,2,2,0,174,2,120,31560.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,34,34,0,0,0.22
2486,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Pacific Heights,Entire home/apt,2,1.0,1.0,1.0,$205.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,3,3,3,216,0,0,0,156,0,0,0.0,,,,,,,,f,34,34,0,0,
2487,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Financial District,Entire home/apt,2,1.0,1.0,1.0,$229.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,0,29,304,0,0,0,244,0,0,0.0,,,,,,,,f,34,34,0,0,
2488,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$220.00,30,360,30.0,30.0,360.0,360.0,30.0,360.0,t,27,57,87,184,4,0,0,184,0,0,0.0,5.0,4.75,5.0,4.75,5.0,5.0,4.0,f,34,34,0,0,0.15
2489,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$233.00,30,360,30.0,30.0,360.0,360.0,30.0,360.0,t,26,56,86,221,2,0,0,221,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,34,34,0,0,0.07
2490,Anyplace,within a few hours,100%,46%,t,81.0,152.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,2,1.0,0.0,1.0,$154.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,24,299,0,0,0,239,0,0,0.0,,,,,,,,f,34,34,0,0,
2491,Jo Anne,,,,,6.0,12.0,"['email', 'phone', 'work_email']",t,Russian Hill,Entire home/apt,2,1.0,0.0,1.0,$75.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,30,60,149,14,2,0,149,2,120,9000.0,4.07,4.0,3.86,4.36,4.64,4.36,3.57,f,3,3,0,0,0.22
2492,Jo Anne,,,,,6.0,12.0,"['email', 'phone', 'work_email']",t,Castro/Upper Market,Entire home/apt,2,1.0,1.0,2.0,$140.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,30,60,335,8,2,0,275,2,120,16800.0,4.5,4.75,4.13,5.0,4.63,4.88,4.38,f,3,3,0,0,0.16
2493,Jo Anne,,,,,6.0,12.0,"['email', 'phone', 'work_email']",t,Parkside,Entire home/apt,4,2.0,3.0,3.0,$150.00,30,364,30.0,30.0,364.0,364.0,30.0,364.0,t,0,0,0,84,12,1,0,84,0,60,9000.0,4.67,4.42,4.42,4.83,4.83,5.0,4.67,f,3,3,0,0,0.19
2494,Kasa,within an hour,100%,96%,f,268.0,317.0,"['email', 'phone', 'work_email']",t,Downtown/Civic Center,Entire home/apt,2,1.0,0.0,1.0,$151.00,1,24,1.0,1.0,24.0,24.0,1.0,24.0,t,29,59,89,298,865,259,7,298,300,255,38505.0,4.54,4.66,4.72,4.77,4.75,4.54,4.5,t,15,10,5,0,15.29
2495,Kasa,within an hour,100%,96%,f,268.0,317.0,"['email', 'phone', 'work_email']",t,Castro/Upper Market,Private room,2,1.0,0.0,1.0,$308.00,1,25,1.0,3.0,25.0,25.0,2.1,25.0,t,19,45,73,278,4,1,0,278,1,11,3388.0,4.5,4.5,5.0,5.0,4.25,5.0,4.0,t,15,10,5,0,0.13
2496,Kasa,within an hour,100%,96%,f,268.0,317.0,"['email', 'phone', 'work_email']",t,Downtown/Civic Center,Private room,2,1.0,0.0,1.0,$103.00,7,24,7.0,7.0,24.0,24.0,7.0,24.0,t,29,59,89,298,247,16,0,298,20,224,23072.0,4.54,4.72,4.72,4.77,4.72,4.57,4.56,t,15,10,5,0,4.64
2497,Kasa,within an hour,100%,96%,f,268.0,317.0,"['email', 'phone', 'work_email']",t,Pacific Heights,Entire home/apt,2,1.0,0.0,1.0,$187.00,7,28,1.0,7.0,28.0,28.0,4.6,28.0,t,23,53,80,285,58,32,3,285,30,255,47685.0,4.62,4.72,4.88,4.86,4.88,4.97,4.43,t,15,10,5,0,1.92
2498,Kasa,within an hour,100%,96%,f,268.0,317.0,"['email', 'phone', 'work_email']",t,Pacific Heights,Entire home/apt,2,1.0,0.0,1.0,$207.00,1,28,7.0,7.0,28.0,28.0,7.0,28.0,t,8,35,57,267,70,22,1,267,20,242,50094.0,4.56,4.7,4.83,4.61,4.69,4.93,4.49,t,15,10,5,0,1.74
2499,Kasa,within an hour,100%,96%,f,268.0,317.0,"['email', 'phone', 'work_email']",t,Pacific Heights,Entire home/apt,2,1.0,0.0,1.0,$195.00,7,28,7.0,7.0,28.0,28.0,7.0,28.0,t,26,56,86,296,62,40,2,296,32,255,49725.0,4.68,4.58,4.84,4.77,4.89,4.98,4.47,t,15,10,5,0,1.54
2500,Kasa,within an hour,100%,96%,f,268.0,317.0,"['email', 'phone', 'work_email']",t,Western Addition,Entire home/apt,2,1.0,0.0,1.0,$200.00,7,28,7.0,7.0,28.0,28.0,7.0,28.0,t,9,32,57,267,27,15,0,267,11,210,42000.0,4.7,4.81,4.93,4.63,4.78,5.0,4.63,t,15,10,5,0,0.77
2501,Kasa,within an hour,100%,96%,f,268.0,317.0,"['email', 'phone', 'work_email']",t,Downtown/Civic Center,Entire home/apt,2,1.0,0.0,1.0,$146.00,1,24,1.0,1.0,24.0,24.0,1.0,24.0,t,23,51,76,278,333,113,13,278,121,255,37230.0,4.62,4.72,4.69,4.83,4.85,4.57,4.55,t,15,10,5,0,5.97
2502,Kasa,within an hour,100%,96%,f,268.0,317.0,"['email', 'phone', 'work_email']",t,Castro/Upper Market,Private room,2,1.0,0.0,1.0,$253.00,1,25,1.0,3.0,25.0,25.0,2.1,25.0,t,19,41,69,278,42,18,1,278,18,198,50094.0,4.6,4.88,4.95,4.67,4.79,4.88,4.55,t,15,10,5,0,1.13
2503,Kasa,within an hour,100%,96%,f,268.0,317.0,"['email', 'phone', 'work_email']",t,Downtown/Civic Center,Entire home/apt,2,1.0,0.0,1.0,$146.00,1,24,1.0,1.0,24.0,24.0,1.0,24.0,t,20,47,64,267,93,20,3,267,20,220,32120.0,4.55,4.69,4.81,4.82,4.8,4.58,4.57,t,15,10,5,0,2.67
2504,Kasa,within an hour,100%,96%,f,268.0,317.0,"['email', 'phone', 'work_email']",t,Pacific Heights,Entire home/apt,2,1.0,0.0,1.0,$202.00,7,28,7.0,7.0,28.0,28.0,7.0,28.0,t,8,31,59,268,44,27,2,268,27,255,51510.0,4.82,4.84,4.77,4.82,4.8,4.95,4.75,t,15,10,5,0,1.1
